TweetID,Text,Category
9.13148E+17,Are the Nike Sport Loops the same material/ feel as the Apple Sport Loops? I ordered an AWS3 with the Nike Black/Pure Platinum Loop.,NT
9.13145E+17,"All 3xl fits me so well, the Nike hoodies I just got I cant breathe. Why must they make me feel worse about myself?!",N
9.13144E+17,"Oooh don't bullshit you, that a threat? Depends if you feel Nike helps UK/Duke then yes, if not, then no",NT
9.13143E+17,Oh good so we can feel superior to BYU fans because that Nike exec got subpoenaed https:// twitter.com/darrenrovell/s tatus/913140639637831680 ,N
9.13139E+17,. @Nike s @saveFaris : My goal every time we built an app was to make you feel like you were at Coachella. #BGB2017,NT
9.13138E+17,"""Bring soul to the convenience of shopping. You need to connect with people. Make it feel incredible"" says GM Digital Studio @Nike #BGB2017 pic.twitter.com/8JS06mQZlQ",P
9.13128E+17,"With all Adidas and Nike under investigation, I feel a huge surge in Kangaroo sales coming... #ROOS #SWEETNESS pic.twitter.com/dIyOUySlY1",NT
9.13114E+17,So now the FBI is taking computers from Nike Grassroots Basketball...if i were a Kentucky i would feel extremely worried right now.,NT
9.13114E+17,I am pretty sure when I'm running I feel like I'm in an action movie #NIKE #nikerunning pic.twitter.com/nxR1kYWozW,P
9.13101E+17,Pied two gingers today and feel accomplished,NT
9.13101E+17,I'm a Puma boi but i low key feel like copping Nike attire,NT
9.13098E+17,I feel like Im in a cage....but then I remember that my hamster escaped his several times and Im not gonna be outdone by a rodent =_=,NT
9.13094E+17,U would feel some of way if Nike was involved and Adi wasnt. Tell the kids cheaters never win. Say it!,NT
9.13091E+17,i feel you but i don't think it's compromised the quality of his art at all as it would've most peolple. i thought the nike collab was dope https:// twitter.com/sussex_caxton/ status/913089294671257600 ,N
9.13083E+17,I love Nike . Except the new stuff for this upcoming year. Aggressors look good but don't feel good.,NT
9.13082E+17,Ffs feel like I'm snaking Nike,NT
9.13081E+17,"If you're a fan of a top school in the country, particularly one sponsored by Nike , I wouldn't feel too smug rn, they aren't stopping here",NT
9.13072E+17,"i feel ya there girl. they're still investigating nike so maybe something will come up with them, too.",NT
9.13071E+17,Im wearing a hoodie and Nike shorts and I feel conflicted,NT
9.1307E+17,feel like Nike needs a Melo willing to risk it all T @Mariannoo https:// twitter.com/J23app/status/ 913069014292877314 ,NT
9.13068E+17,"We know the feeling, Grant. When you feel the time is right, give us a call: 800-806-6453 (4 am - 11 pm PT).",NT
9.13063E+17,True .. that's my hope that Nike didn't feel like they had to go down this road,NT
9.1306E+17,I certainly hope he isn't. It makes me feel a bit better that we are a Nike school.,NT
9.1306E+17,How do you feel about loaded questions?,NT
9.13054E+17,Bitch Nike slide ins broke in and raggedy feel so good,NT
9.13053E+17,I'm wearing too much Nike today and I feel like an eighth grade boy.,P
9.13049E+17,"What else I think would be interesting is doing what Nike did except for leftist schools. One MLM, Anarchists, Anarcha-feminists... Feel it?",NT
9.13045E+17,Always flats. Or Nike blazers. Depends on how spiffy I feel,NT
9.13022E+17,i'm making a new pantsuit & i feel like i need a pair of Nike Cortez's to complete the look,P
9.13003E+17,The new Nike Structure 21 is flying off the shelves! Look good feel good! #allkindsoffast @https://www. instagram.com/p/BZivaz3guDD/,P
9.13002E+17,Nike I feel the SAME! Will find another Brand! Money doesn't matter I'll pay more if need be! America 1st! ALWAYS!,N
9.12915E+17,Does it feel good to tell the truth?,NT
9.1288E+17,He is the problem not the solution. That's how people do get divided. So no more NFL or Nike to bad they will feel it.,N
9.12878E+17,They look good but it feel like you hooping with socks on for $120 I need some tech from Nike,NT
9.12878E+17,LOL!! Nah I feel u fam.,NT
9.12871E+17,they feel better and last longer and cost a small fraction of Nike . NB Thats all I wear I hope it keeps couple of Americans employed https:// twitter.com/MAGGunslinger/ status/912667369725661186 ,NT
9.12856E+17,"Surprised how much focus Nike is putting on ""connected"" NBA jersey experience. Fans already have well curated feeds. Feel its a big miss. pic.twitter.com/Hcv7wKbTgQ",N
9.12855E+17,Im off a pill and idk how Im suppose to feel,NT
9.12853E+17,Include their sponsors in tweets. Feel for you man. I'm on day 9. @SHAQ @Nike @RUFFLES so they see this. #2kIsBroke,N
9.12849E+17,I'm not sure if I will ever feel at ease purchasing Nike after reading these articles about their factories.....,N
9.12838E+17,now that every nba uni is nike i feel bad for the dudes that signed with adidas,P
9.12837E+17,"NIKE Gants Dura Feel V Reg RH http:// bit.ly/2fvJwSf #golf , #bonsplansgolf , #sport Alerte Bons Plans Golf",NT
9.12836E+17,I went shoe shopping.. again. I found a pair of Nike 's for 16$ so I feel like it was totally worth it.,P
9.12815E+17,"I feel as if the hammer will come down on 75% of major college basketball programs sponsored by UA, adidas, and Nike .",N
9.12791E+17,"je rebondis demain, mais I feel you. Mais aussi, les gars, arrtez dacheter Amazon, Apple et Nike .",NT
9.12786E+17,that one time a_hiros_production made me feel like I was modeling for nike https://www. instagram.com/p/BZhMqmzHUzG/,NT
9.12782E+17,"I think I need another pair of Nike sneakers. Maybe some workout clothes too. If you feel the same, let @Nike know! https:// buff.ly/2hxPfr1",P
9.12778E+17,. @Nike @Bose @PapaJohns @Hyundai ALL issue statements supporting contempt toward #USA national anthem. Let them know how u feel #NFLBoycott pic.twitter.com/r3U1p8q44z,N
9.12774E+17,i feel like my shoes are obnoxiously red but i love tjem and they were also 120$ (thanks nike for my life),P
9.12766E+17,"They kill when they feel threatened, just as you would do if you were a policeman.",NT
9.12758E+17,How do you feel about @Ford and @Nike supporting unpatriotic protests?,N
9.12758E+17,"A former Nike employee, Merl Code (now linked to Adidas in some capacity) was also arrested. So, Nike may also feel the sting",N
9.12754E+17,i ran just now & i jus download the nike apps to do workout videos & i feel like im dying but i dont mind,NT
9.12751E+17,Nike NBA Jersey with Adidas Boost???? I would feel so uncomfortable lol,NT
9.12745E+17,Man... me too. I feel so slighted.,NT
9.12744E+17,I went out of my way to not buy @Nike or @UnderArmour because of our ties to @adidasUS . I feel very let down as a fan...,NT
9.12741E+17,I havent decided how I feel about this yet but nice to see nike using an original template again https:// twitter.com/americanoutlaw s/status/912717432711778309 ,P
9.12739E+17,"@darrenrovell D-Money, how should Nike stock holders feel about today's NCAA/Adidas news?",NT
9.12736E+17,"I feel like Nike pushes right up to the line, but they have Jordan LeBron KD... feel like Adidas was desperate enuf 2 risk kids eligibility",NT
9.12731E+17,See I thought I looked weird wearing shorts and rain boots but then I see ppl on campus in soaked Nike s and I feel better,NT
9.12729E+17,Idk this design doesn't feel very Nike . Shoulder detail is similar to puma's current template. https:// twitter.com/BrianStraus/st atus/912723516209975296 ,N
9.12729E+17,"Pitino asked if coaches are displeased with AAU: ""I'm sure Nike coaches don't feel that way; they're winning the battle."" USA Today (2014)",NT
9.12721E+17,I feel like I'm the only girl who hates the jeans&a gym shoes( Nike ) look,N
9.12721E+17,"Not a big Nike guy, but I feel like every time I see a post about a restock/launch Im doing a disservice by not copping. Im broke anyways",NT
9.12716E+17,"These Adidas schools should've gone with Nike /Jordan, now I feel their ceiling is the floor.",NT
9.12714E+17,I feel bad for all my poor nike socks I never wear anymore,NT
9.12709E+17,"I agree, pretty sure AZ & USC are Nike schools but i could be wrong. Feel like Oregon has to be involved in this type of behavior somehow",NT
9.12701E+17,"I feel like PINK isnt really basic because it cost just as much if not more as Nike , and Addidas lol. And its super cute & good quality",NT
9.12697E+17,I feel like Nike is about to get some more business,P
9.12681E+17,"Honestly, if you feel like singing along to the national anthem, you should Nike",NT
9.1268E+17,"@Nike I'm glad, Nike let people know how they feel about our national anthem! So I hope, millionaire football players buy a lot of Nike gear",P
9.12679E+17,we the people agree have the right to boycott Nike for there stance We feel disrespecting Our National Anthem is a major issue for us,N
9.12655E+17,"#law : Nike Men's Dura Feel Golf Glove (Black), Medium, Left Hand Reviews http:// tinyurl.com/ycj3nnhe",NT
9.12635E+17,@Nike Feel free to stand w/the @NFL while they sit down. I'll be standing too... in someone else's shoes. You're dead to me. #NFLBoycott,N
9.1263E+17,All this pain man I feel like I can't hold it,NT
9.12589E+17,https:// bonsplansgolf.com/bons-plans-gol f/nike-gants-dura-feel-v-reg-rh/ NIKE Gants Dura Feel V Reg RH #golf #bonsplansgolf,NT
9.12578E+17,This kind of act would make me feel ... like I should perm my hair and put on some Nike Cortez kicks. And wear some dickies pants,NT
9.12574E+17,you can feel my hate through this nike thermal the same way you can see my tears through these white adidas,N
9.1256E+17,Nike SB winter coats are money I feel like I'm in the arms of a woman lmao,P
9.12559E+17,I can't even wear Nike clothes no more lol I feel like I'm cheating on my family. #3StripeFamily is REAL! An FSP and Adidas go hand & hand,N
9.12549E+17,Lol I feel like all these girls are going to be in booty shorts and I'll be the only one arriving in sweats and my Nike chanclas,NT
9.12542E+17,"after 37 years as a coach I feel I can say Coaches its not about you and your ego its about the players. No one cares, they don't love you",NT
9.12522E+17,#nike hope all employees will feel free to peacefully protest at workplace durning work hours glad to hear Nike supports this!,P
9.12516E+17,I really feel like this how he gone try to play the whole season and Nike gone come out with some hoodie jerseys watch https:// twitter.com/slamonline/sta tus/912449142663864321 ,NT
9.12514E+17,"Not that it will matter, but to me. I'm done with NFL football and to the best of my ability, Nike and Others. I'll feel better about ME.",N
9.12499E+17,Yeah really! Try thousands. May not shut there doors but theyll definitely feel it,NT
9.12499E+17,How's it feel to be the first Aussie in the Purple and Gold? I'll be grabbing a Nike 66 as soon as I can!,P
9.12498E+17,Anytime Remember the Name by Fort minor comes on shuffle at the gym I feel like Im in a @Nike commercial,NT
9.12496E+17,"Not sure how to feel about this: Nike , an NFL sponsor, takes clear side in Trump vs NFL https://www. yahoo.com/finance/news/n ike-becomes-first-nfl-sponsor-take-side-trump-vs-nfl-193639102.html?.tsrc=fauxdal ",NT
9.12496E+17,"Nike SB lowkey, feel like unless it's a supreme collab they sittin",NT
9.12492E+17,No longer buying Nike as they feel they must get political and take sides in the NFL/anthem situation. Not your place!,N
9.12485E+17,Damnit. I got family that served too. And my family clearly say the dont feel thats disrespectful. I mean theyll stand but wont be,NT
9.12483E+17,I feel like I wear Nike shorts too often then again I don't,NT
9.1247E+17,BOYCOTT THEM ALL. MAKE THEM FEEL IT IN THEIR POCKETS.,N
9.1246E+17,I love any of the Nike Lunarlon ones. You feel like you're running (or walking!) On air with the springy support.,P
9.12458E+17,Her bangs tell me she's more of a Coldwater Creek gal. The point- Nike probably won't feel the 'loss',NT
9.12457E+17,I feel like you should tag @NewEraCap for the hat requests,NT
9.12452E+17,Feel like this could be a @Nike poster. #shewentoohard pic.twitter.com/VoQVn9wln5,NT
9.12447E+17,I feel like I been waiting on NBA nike jerseys forever,NT
9.12444E+17,Do you realize how miserable you or your life has to be to feel some type of way about a Nike shirt that says Every damn mile,NT
9.12444E+17,@Nike my cousin's best friend who was KIA defending our flag and national anthem. Tell him how you feel ...Oh wait you cant.. #daughterofavet pic.twitter.com/p6e3Az73tI,N
9.12444E+17,We'll be able to discuss options over the phone. Feel free to explain your situation in a bit more detail there.,NT
9.12442E+17,if u feel need to boycott Nike u are def of . No different than,N
9.12439E+17,@WalterScott70 Well now that you are not wearing Nike gear I feel comfortable enough to go out and by Nike gear. #clown,NT
9.12436E+17,One thing I noticed is that Nike is starting to fight back against Under Armour. They feel the pressure,NT
9.12425E+17,If Nike wants to support this blatant disgusting display of disrespect for our flag & country let them feel it in their wallets,N
9.12422E+17,"I want to get some Nike Cortez's so bad , but I don't feel like getting jumped",P
9.12415E+17,I feel for Ramsey he had so many opportunities with his hands up in the air wide open and hasnt received the ball lol,NT
9.12412E+17,I feel bad for all my poor nike socks I never wear anymore,NT
9.12411E+17,"Tomas Satoransky didn't like the Nike jersey's new feel . I told him Wall and Beal did. ""If they like it, we like it.""",N
9.12409E+17,See ehn! He's so good it doesn't feel like he's acting.,NT
9.12406E+17,Big money= back door i think both are can feel quilty. Nike who had bad Nikelab manager and italians are snakes.,NT
9.12405E+17,@nike same way how they design a playable sleeve base off Allen Iverson i feel you need to make a playable Hoodie sport design for Carmelo,NT
9.12403E+17,feel very lucky to be one of the first people in the world to get a pair of the new @nike https://www. instagram.com/p/BZeelUgl7w5/,P
9.12398E+17,I feel like my rib is swollen or idk but I have a bad pain under my right ribcage,NT
9.12381E+17,It's going to feel right starting an nba nike jersey collection,N
9.1237E+17,"Lol, it'll take a while for sponsors to feel the shrinking bottom line. Quit Nike years ago.",N
9.12367E+17,"One at a time is more effective, Nike is 1st 2 say they support NFL BS so should be 1st to feel the pain of our right to boycott!! https:// twitter.com/mcnancee/statu s/912365932843900928 ",N
9.12364E+17,Check what I've been doing lately? I feel so rich with all my good quality buys ex. #Nike http:// bit.ly/2wgcs3B pic.twitter.com/QZ5i78nepC,P
9.12351E+17,Feel like the biggest idiot when I wear Nike and adidas at the same time,NT
9.1235E+17,"Do I need to start boycotting Nike , too? I feel like Nixon w/ his Enemies List.",N
9.12346E+17,I feel bad for your children,NT
9.12334E+17,@finkn23 @ItsFillar I feel that this media day would be pointless if nobody asks LBJ when the u bum nike shirts drop,NT
9.12328E+17,"Of course! If you'd like, feel free to come say ""hi!"" I'm wearing the gray and white Nike jacket with SG swag! Cheers!",P
9.12325E+17,@NFL @Nike @NFLPA Feel the Burn. https:// twitter.com/AMike4761/stat us/912312375004532736 ,N
9.12307E+17,Everybody should feel like a king or a queen in their own way,NT
9.12294E+17,yeah i was gonna wear that jacket and a white nike sweater underneath. AHh hopefully i get this job far i feel like i wont though,NT
9.1229E+17,Someone help #sick I feel awful.,NT
9.12274E+17,"I know, I'm old but I feel younger now #thankstomynewshoes",P
9.12271E+17,"Boys that post videos smoking zoots, flicking there hair back in a Nike trackiee, chattin bout getting ""nutted"" make me feel sick",NT
9.12219E+17,But if you drink more you wont feel it,NT
9.12197E+17,"If you feel like a youth, you're a youth! Looks and age be damned.",NT
9.12181E+17,Nike 2015 Dura Feel VIII All Weather Mens Golf Gloves Left Hand (Right HandedGolfer) http:// watshgolfs.com/product/nike-2 015-dura-feel-viii-all-weather-mens-golf-gloves-left-hand-right-handed-golfer/ ,NT
9.12177E+17,I hate wearing nike with adidas. It makes me feel uncomfortable,NT
9.12149E+17,Let #leseanmccoy 's sponsors know how you feel about his actions by boycotting them until he's dropped. @Uber @Nike https://www. leseanmccoy25.com/sponsors pic.twitter.com/ECxiE3ijc5,N
9.12145E+17,Be sure and let Lesean McCoy's sponsors know how you feel . #Boycott them all until they drop him. @Uber @Nike @AuntieAnnes #NFL #TakeAKnee pic.twitter.com/BavSvgeATx,N
9.12135E+17,I feel at home when I step into the Nike outlet.,P
9.12128E+17,Dont know how I feel about the new Nike tech suit designs,NT
